Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code ,Previous Purchases,Payment Mode,Frequency of Purchases
3066,68,Male,Blazer,Outwear,3477,Mumbai,XXL,Grey,Winter,4.1,No,Store Pickup,No,Yes,14,UPI,Monthly
3067,68,Male,Windcheater,Outwear,2813,Chandigarh,L,Black,Autumn,2.6,No,Next Day,Yes,Yes,32,Cash,Weekly
3068,45,Male,Sneakers,Footwear,1603,Ranchi,S,Navy,Summer,3.1,No,Free Shipping,No,Yes,49,Netbanking,Weekly
3069,60,Female,Trench Coat,Outwear,538,Indore,XL,Maroon,Autumn,3.6,No,Free Shipping,Yes,No,26,Netbanking,Quarterly
3070,24,Male,Kurta,Clothing,3118,Jaipur,L,Navy,Spring,3.7,No,Express,No,Yes,47,Credit Card,Weekly
3071,34,Male,Sunglasses,Accessories,3445,Hyderabad,XL,White,Summer,3,No,Free Shipping,No,Yes,11,UPI,Fortnightly
3072,24,Male,Boots,Footwear,4856,Kochi,M,Brown,Summer,3.7,Yes,Express,No,No,13,Cash,Quarterly
3073,18,Male,Wallet,Accessories,4860,Nagpur,XXL,White,Spring,1.1,Yes,Express,Yes,No,6,Cash,Annually
3074,63,Female,Watch,Accessories,737,Kolkata,L,Beige,Autumn,3.9,No,Express,Yes,No,4,Cash,Quarterly
3075,64,Female,Flip Flops,Footwear,2159,Chandigarh,S,Maroon,Spring,4.5,Yes,Express,Yes,No,19,Cash,Quarterly
3076,52,Male,Trench Coat,Outwear,1225,Delhi,XL,Brown,Winter,3.3,No,Free Shipping,Yes,Yes,32,Credit Card,Annually
3077,59,Female,Hoodie,Outwear,4713,Pune,XXL,Beige,Summer,2.7,Yes,Free Shipping,No,Yes,6,Credit Card,Annually
3078,37,Male,Heels,Footwear,1660,Kolkata,XXL,Grey,Summer,4.1,No,Next Day,No,No,5,Netbanking,Fortnightly
3079,16,Female,Puffer Jacket,Outwear,2253,Ahmedabad,M,Pink,Summer,2.9,Yes,Next Day,No,Yes,8,Netbanking,Annually
3080,42,Female,Hoodie,Outwear,1980,Bangalore,M,Blue,Autumn,4.2,No,Standard,No,No,8,Netbanking,Quarterly
3081,33,Male,Sneakers,Footwear,4563,Bhopal,M,Navy,Winter,1.3,Yes,Next Day,No,No,20,Netbanking,Annually
3082,16,Male,Blazer,Outwear,4996,Hyderabad,L,Yellow,Winter,4.5,No,Free Shipping,No,Yes,16,Netbanking,Fortnightly
3083,34,Male,Hoodie,Outwear,4455,Jaipur,S,White,Autumn,1.5,No,Next Day,No,No,22,Netbanking,Quarterly
3084,34,Male,Ethnic Wear,Clothing,2133,Hyderabad,L,Beige,Summer,3.5,No,Express,No,Yes,13,Credit Card,Annually
3085,28,Male,Formal Shoes,Footwear,1741,Hyderabad,XXL,Navy,Autumn,2.9,Yes,Free Shipping,Yes,No,34,Credit Card,Monthly
3086,45,Female,Ethnic Wear,Clothing,3372,Ahmedabad,XXL,Yellow,Autumn,3.8,Yes,Express,No,No,14,Netbanking,Quarterly
3087,41,Male,Heels,Footwear,4137,Kochi,S,Blue,Autumn,4.2,No,Free Shipping,Yes,No,38,Credit Card,Annually
3088,39,Male,Boots,Footwear,3501,Ranchi,XXL,Navy,Spring,3,Yes,Store Pickup,No,No,15,Cash,Monthly
3089,25,Female,Sweater,Outwear,2684,Jaipur,S,Pink,Winter,3.8,No,Express,Yes,No,36,Cash,Annually
3090,38,Female,Sandals,Footwear,2559,Delhi,XXL,Grey,Autumn,4.4,Yes,Free Shipping,Yes,No,31,Credit Card,Fortnightly
3091,65,Female,Handbag,Accessories,1321,Kochi,XL,Red,Winter,2.5,No,Next Day,No,Yes,3,Netbanking,Quarterly
3092,20,Male,Blazer,Outwear,4794,Mumbai,XL,Maroon,Spring,4.1,Yes,Store Pickup,No,Yes,31,UPI,Weekly
3093,22,Female,Cap,Accessories,362,Jaipur,S,Maroon,Summer,3,Yes,Store Pickup,Yes,Yes,3,UPI,Annually
3094,55,Male,Saree,Clothing,55,Chennai,XXL,Maroon,Spring,1.2,Yes,Free Shipping,No,No,43,Netbanking,Weekly
3095,39,Female,Dress,Clothing,1056,Ahmedabad,XL,Brown,Winter,3.8,Yes,Free Shipping,No,No,30,Credit Card,Annually
3096,34,Female,Trench Coat,Outwear,1137,Indore,M,White,Winter,4.3,Yes,Store Pickup,No,No,21,Cash,Monthly
3097,61,Female,Saree,Clothing,4619,Kolkata,S,Brown,Winter,2.2,Yes,Standard,Yes,No,50,Cash,Quarterly
3098,67,Male,Belt,Accessories,1669,Nagpur,XXL,White,Spring,4.7,Yes,Next Day,No,Yes,13,Credit Card,Weekly
3099,23,Male,Trousers,Clothing,838,Patna,M,Blue,Autumn,3.7,No,Express,Yes,Yes,4,Netbanking,Quarterly
3100,58,Male,Jeans,Clothing,4476,Delhi,M,White,Winter,4.5,No,Standard,Yes,No,28,Credit Card,Weekly
3101,35,Female,Cap,Accessories,542,Bangalore,XXL,Beige,Winter,2.4,No,Express,No,Yes,37,Netbanking,Weekly
3102,58,Male,Handbag,Accessories,1916,Coimbatore,L,Navy,Winter,1.2,Yes,Next Day,No,Yes,16,Credit Card,Fortnightly
3103,57,Male,Ethnic Wear,Clothing,1586,Bhubaneswar,L,Pink,Winter,3.1,No,Store Pickup,Yes,No,15,Cash,Fortnightly
3104,61,Female,Puffer Jacket,Outwear,1875,Ahmedabad,M,Brown,Winter,2.8,No,Express,No,Yes,11,Credit Card,Monthly
3105,49,Male,Windcheater,Outwear,1948,Patna,L,Brown,Spring,3.9,Yes,Standard,Yes,Yes,43,Cash,Annually
3106,65,Female,Belt,Accessories,4530,Lucknow,XL,Navy,Winter,1,No,Standard,No,Yes,46,Netbanking,Fortnightly
3107,26,Male,Formal Shoes,Footwear,3723,Chandigarh,L,Navy,Summer,1.5,No,Store Pickup,Yes,Yes,1,UPI,Weekly
3108,22,Male,Shirt,Clothing,1900,Kochi,M,Brown,Summer,1.2,Yes,Store Pickup,No,Yes,38,Credit Card,Quarterly
3109,23,Male,Jewelry Set,Accessories,3553,Kolkata,XL,Red,Summer,3,No,Express,Yes,Yes,50,UPI,Weekly
3110,45,Female,Wallet,Accessories,3537,Bhopal,XXL,Navy,Winter,1.5,Yes,Next Day,No,No,10,Cash,Weekly
3111,39,Female,Boots,Footwear,4621,Chennai,XXL,Yellow,Autumn,4.7,No,Express,Yes,Yes,38,Credit Card,Monthly
3112,62,Female,Ethnic Wear,Clothing,2452,Bangalore,L,Pink,Spring,4.7,No,Next Day,Yes,No,48,UPI,Annually
3113,65,Female,Blazer,Outwear,4471,Bhopal,L,Pink,Autumn,2.7,No,Free Shipping,No,No,46,Cash,Annually
3114,42,Female,Skirt,Clothing,448,Indore,XL,Navy,Autumn,4.7,No,Standard,Yes,No,37,Cash,Annually
3115,42,Female,Loafers,Footwear,42,Lucknow,M,Grey,Spring,2.5,No,Store Pickup,No,Yes,46,Cash,Annually
3116,69,Male,Windcheater,Outwear,3212,Ahmedabad,XXL,Maroon,Winter,3,Yes,Free Shipping,Yes,No,9,Netbanking,Annually
3117,17,Male,Kurta,Clothing,1498,Surat,M,Blue,Winter,4.1,Yes,Store Pickup,Yes,Yes,37,Credit Card,Annually
3118,24,Female,Puffer Jacket,Outwear,3116,Ahmedabad,L,Maroon,Summer,4.5,No,Store Pickup,No,No,37,Netbanking,Fortnightly
3119,24,Female,Wallet,Accessories,2279,Nagpur,XXL,Navy,Winter,3.9,No,Express,Yes,No,32,Credit Card,Monthly
3120,53,Female,Jacket,Clothing,1845,Nagpur,XXL,Maroon,Spring,1.6,No,Free Shipping,Yes,Yes,0,Cash,Fortnightly
3121,58,Female,Trousers,Clothing,4731,Chandigarh,M,Blue,Summer,1.3,No,Express,Yes,No,1,Cash,Fortnightly
3122,34,Female,Handbag,Accessories,4977,Indore,S,Navy,Autumn,4.6,No,Standard,Yes,No,39,Netbanking,Annually
3123,59,Female,Boots,Footwear,2949,Bhubaneswar,L,Black,Summer,1.1,No,Express,Yes,No,5,UPI,Monthly
3124,33,Male,Blazer,Outwear,3831,Patna,XL,Black,Spring,2.3,No,Free Shipping,Yes,No,7,Cash,Monthly
3125,39,Female,Sports Shoes,Footwear,3836,Mumbai,XL,Navy,Autumn,3.6,Yes,Next Day,Yes,No,37,Credit Card,Fortnightly
3126,68,Male,Loafers,Footwear,1427,Patna,L,Brown,Winter,2.5,No,Free Shipping,No,Yes,31,Netbanking,Fortnightly
3127,55,Male,Trench Coat,Outwear,1137,Bhopal,XXL,Beige,Summer,4.3,No,Store Pickup,No,Yes,27,Cash,Monthly
3128,43,Male,Sports Shoes,Footwear,179,Mumbai,M,Maroon,Winter,2.4,Yes,Express,Yes,No,23,Netbanking,Monthly
3129,65,Female,Dress,Clothing,1703,Jaipur,XXL,Green,Winter,3.2,No,Express,Yes,No,22,Credit Card,Monthly
3130,62,Female,Saree,Clothing,4351,Kochi,S,Blue,Summer,3.5,Yes,Standard,Yes,Yes,50,Netbanking,Monthly
3131,29,Male,Sunglasses,Accessories,788,Jaipur,M,Black,Spring,1.3,No,Standard,No,Yes,9,Netbanking,Monthly
3132,54,Female,Puffer Jacket,Outwear,1985,Ahmedabad,XXL,Pink,Summer,4.4,Yes,Express,Yes,Yes,47,Cash,Monthly
3133,19,Female,Formal Shoes,Footwear,2329,Coimbatore,L,Beige,Winter,4.4,Yes,Store Pickup,No,Yes,26,Credit Card,Monthly
3134,23,Male,Scarf,Accessories,2403,Hyderabad,L,Navy,Summer,1.1,Yes,Store Pickup,No,Yes,8,Credit Card,Fortnightly
3135,61,Male,Hoodie,Outwear,4436,Ahmedabad,S,White,Autumn,3,No,Express,No,Yes,14,Cash,Annually
3136,26,Female,Trench Coat,Outwear,764,Kochi,M,White,Winter,4.7,Yes,Express,No,Yes,48,UPI,Fortnightly
3137,70,Male,Dress,Clothing,4005,Bhubaneswar,XL,Brown,Spring,5,No,Express,Yes,Yes,24,Netbanking,Fortnightly
3138,26,Male,Jacket,Clothing,4231,Hyderabad,S,Black,Spring,1,No,Next Day,No,No,42,UPI,Quarterly
3139,23,Male,Formal Shoes,Footwear,2745,Delhi,S,Blue,Winter,2.1,No,Store Pickup,No,Yes,37,UPI,Monthly
3140,34,Female,Skirt,Clothing,2936,Jaipur,XXL,Green,Autumn,1.6,No,Next Day,Yes,Yes,18,Netbanking,Annually
3141,59,Male,Sunglasses,Accessories,3688,Nagpur,XL,White,Spring,3.3,No,Next Day,No,Yes,18,Credit Card,Annually
3142,60,Female,Cap,Accessories,3993,Lucknow,XXL,Blue,Spring,4,Yes,Free Shipping,Yes,No,19,Netbanking,Annually
3143,55,Male,Skirt,Clothing,223,Jaipur,M,Blue,Autumn,4.7,No,Express,Yes,Yes,38,Cash,Weekly
3144,54,Female,Sweater,Outwear,2807,Jaipur,XXL,White,Winter,3,No,Express,No,Yes,23,Credit Card,Weekly
3145,23,Male,Boots,Footwear,2619,Mumbai,M,Brown,Winter,2.1,Yes,Express,No,No,8,UPI,Weekly
3146,18,Female,Denim Jacket,Outwear,2457,Bangalore,XXL,Pink,Spring,1.9,No,Standard,Yes,No,15,UPI,Weekly
3147,29,Male,Windcheater,Outwear,3074,Chennai,S,Red,Spring,4.7,Yes,Next Day,No,No,43,UPI,Quarterly
3148,21,Female,Formal Shoes,Footwear,3047,Pune,S,Brown,Spring,4.1,Yes,Store Pickup,Yes,Yes,38,Credit Card,Weekly
3149,68,Male,Trousers,Clothing,2357,Hyderabad,S,Grey,Spring,1.8,No,Free Shipping,Yes,No,12,UPI,Annually
3150,22,Female,Sweater,Outwear,1065,Mumbai,L,Red,Winter,1.7,Yes,Free Shipping,Yes,Yes,1,Cash,Quarterly
3151,40,Male,Sandals,Footwear,1834,Hyderabad,L,Beige,Winter,1,No,Express,No,No,30,UPI,Monthly
3152,23,Male,Trousers,Clothing,704,Chennai,L,Pink,Autumn,4.7,Yes,Standard,Yes,No,7,UPI,Quarterly
3153,34,Female,Boots,Footwear,1465,Delhi,XL,Grey,Summer,2.4,Yes,Standard,Yes,No,31,Credit Card,Fortnightly
3154,38,Male,Windcheater,Outwear,893,Patna,S,Red,Spring,2.1,Yes,Express,No,No,24,Cash,Fortnightly
3155,22,Female,Flip Flops,Footwear,1147,Surat,XL,Yellow,Summer,1.1,Yes,Standard,Yes,No,26,Credit Card,Quarterly
3156,53,Female,Watch,Accessories,1959,Patna,L,Pink,Summer,4,No,Free Shipping,Yes,No,14,Cash,Weekly
3157,53,Male,Kurta,Clothing,4410,Chennai,M,Grey,Winter,4.9,No,Express,No,Yes,5,UPI,Monthly
3158,64,Male,Saree,Clothing,451,Hyderabad,XL,Black,Winter,2.8,No,Standard,No,No,43,Credit Card,Monthly
3159,26,Male,Loafers,Footwear,4736,Chennai,L,Green,Autumn,2.3,No,Next Day,No,Yes,4,Netbanking,Monthly
3160,39,Female,Shirt,Clothing,4895,Delhi,M,Grey,Spring,1.9,No,Express,Yes,No,10,Credit Card,Quarterly
3161,40,Male,Windcheater,Outwear,1391,Bhopal,XL,Grey,Summer,3,No,Store Pickup,Yes,No,22,Credit Card,Weekly
3162,62,Male,Boots,Footwear,374,Nagpur,XXL,Grey,Spring,4.9,Yes,Free Shipping,No,No,34,Cash,Quarterly
3163,46,Male,Watch,Accessories,3281,Delhi,M,Green,Autumn,4.7,Yes,Standard,Yes,No,2,Cash,Annually
3164,37,Male,Puffer Jacket,Outwear,4657,Bhubaneswar,L,Black,Summer,1.4,No,Free Shipping,Yes,No,0,Cash,Annually
3165,29,Female,Shirt,Clothing,518,Coimbatore,XL,Brown,Summer,3.1,Yes,Free Shipping,No,No,32,UPI,Quarterly
3166,32,Female,Jewelry Set,Accessories,3076,Bhubaneswar,XL,Navy,Autumn,2,No,Free Shipping,Yes,Yes,46,Credit Card,Weekly
3167,26,Female,Trench Coat,Outwear,2695,Indore,XXL,Green,Autumn,4.5,No,Standard,No,No,30,UPI,Annually
3168,64,Male,Sneakers,Footwear,2752,Coimbatore,S,Brown,Autumn,4.9,No,Free Shipping,Yes,Yes,38,UPI,Weekly
3169,46,Male,Cap,Accessories,4629,Bhubaneswar,XXL,Black,Autumn,2.3,Yes,Next Day,Yes,Yes,0,UPI,Monthly
3170,28,Female,Cap,Accessories,624,Patna,XL,Yellow,Autumn,1.2,Yes,Express,Yes,Yes,24,Cash,Weekly
3171,34,Female,Jeans,Clothing,3357,Jaipur,S,Navy,Autumn,1.6,No,Standard,Yes,Yes,27,Netbanking,Annually
3172,52,Male,Jacket,Clothing,1279,Coimbatore,XXL,Green,Summer,1.3,Yes,Next Day,Yes,Yes,2,UPI,Quarterly
3173,45,Male,Ethnic Wear,Clothing,4353,Jaipur,XL,Pink,Summer,3.2,No,Express,No,Yes,40,Cash,Quarterly
3174,38,Male,Sports Shoes,Footwear,4036,Lucknow,XL,Red,Summer,1.2,No,Store Pickup,No,No,18,Cash,Fortnightly
3175,20,Male,Hoodie,Outwear,1103,Nagpur,XL,Grey,Summer,3.2,No,Standard,Yes,No,50,UPI,Quarterly
3176,47,Male,T-Shirt,Clothing,189,Pune,S,Black,Winter,1.5,Yes,Express,No,Yes,39,Cash,Annually
3177,23,Male,T-Shirt,Clothing,4493,Bangalore,XL,Navy,Winter,4.2,Yes,Standard,No,No,27,Netbanking,Fortnightly
3178,34,Female,Jeans,Clothing,670,Bangalore,XL,White,Winter,3.2,Yes,Free Shipping,Yes,No,16,UPI,Monthly
3179,23,Female,Cap,Accessories,3674,Hyderabad,S,Blue,Autumn,1.1,Yes,Free Shipping,No,No,50,Netbanking,Annually
3180,26,Female,Handbag,Accessories,1303,Bangalore,XXL,Beige,Winter,4.7,No,Store Pickup,Yes,No,44,Netbanking,Annually
3181,26,Female,Handbag,Accessories,1180,Jaipur,M,Grey,Winter,2,No,Express,Yes,Yes,42,Netbanking,Annually
3182,47,Male,Scarf,Accessories,1611,Hyderabad,S,Black,Summer,2.6,Yes,Store Pickup,Yes,Yes,15,Cash,Monthly
3183,43,Female,Windcheater,Outwear,2314,Lucknow,XXL,Black,Winter,3,No,Store Pickup,Yes,No,12,Cash,Fortnightly
3184,30,Male,Cap,Accessories,4759,Indore,XL,Grey,Autumn,4,No,Express,No,Yes,40,UPI,Monthly
3185,35,Male,Sweater,Outwear,360,Jaipur,XL,Blue,Autumn,2.2,No,Free Shipping,No,No,46,Credit Card,Quarterly
3186,45,Male,Scarf,Accessories,2028,Chandigarh,S,Yellow,Winter,2,No,Store Pickup,Yes,Yes,33,Netbanking,Weekly
3187,67,Female,Formal Shoes,Footwear,3113,Bhopal,L,Green,Spring,1.5,No,Store Pickup,No,No,44,Credit Card,Annually
3188,28,Male,Handbag,Accessories,248,Hyderabad,S,Green,Winter,2.5,No,Store Pickup,No,No,12,UPI,Weekly
3189,35,Female,Flip Flops,Footwear,2024,Kolkata,L,Grey,Autumn,3.1,Yes,Express,No,No,49,Netbanking,Annually
3190,58,Male,Sunglasses,Accessories,1831,Bhubaneswar,XXL,Red,Summer,1.8,No,Next Day,Yes,Yes,23,Netbanking,Quarterly
3191,35,Male,Jeans,Clothing,963,Bangalore,L,Maroon,Summer,3.5,Yes,Express,Yes,No,15,Credit Card,Weekly
3192,38,Female,Jeans,Clothing,3337,Surat,S,Navy,Summer,2.5,No,Free Shipping,Yes,No,28,UPI,Fortnightly
3193,18,Male,Wallet,Accessories,528,Mumbai,XXL,Green,Spring,1.9,Yes,Express,No,No,14,UPI,Fortnightly
3194,41,Female,Blazer,Outwear,1216,Chandigarh,XL,Beige,Winter,3.2,Yes,Next Day,Yes,Yes,25,Netbanking,Quarterly
3195,21,Female,Sandals,Footwear,2039,Bangalore,S,Pink,Spring,1.9,No,Standard,No,Yes,17,UPI,Quarterly
3196,53,Male,Sunglasses,Accessories,271,Indore,L,Maroon,Autumn,4.6,No,Express,Yes,Yes,26,Netbanking,Annually
3197,35,Male,Loafers,Footwear,2934,Patna,L,Beige,Autumn,2,No,Next Day,No,Yes,50,Netbanking,Weekly
3198,68,Female,Jewelry Set,Accessories,4639,Patna,XXL,Brown,Winter,1.7,No,Free Shipping,No,No,1,Credit Card,Weekly
3199,16,Male,T-Shirt,Clothing,2479,Ranchi,XXL,Grey,Summer,1.4,No,Next Day,No,No,23,UPI,Monthly
3200,44,Female,Dress,Clothing,3168,Hyderabad,XL,Navy,Winter,4.4,Yes,Express,No,Yes,46,Cash,Fortnightly
3201,63,Female,Loafers,Footwear,1620,Bhubaneswar,L,Beige,Winter,4.5,No,Next Day,Yes,No,31,UPI,Fortnightly
3202,26,Female,Loafers,Footwear,2986,Coimbatore,XL,Red,Summer,1.9,Yes,Standard,Yes,No,22,Cash,Quarterly
3203,39,Male,Flip Flops,Footwear,3389,Hyderabad,L,Navy,Winter,1.5,Yes,Free Shipping,No,No,19,UPI,Monthly
3204,46,Male,Trench Coat,Outwear,3768,Bangalore,M,Yellow,Winter,2.4,Yes,Standard,No,No,34,UPI,Annually
3205,62,Female,Denim Jacket,Outwear,1764,Bhubaneswar,XL,Green,Winter,3.7,Yes,Standard,No,Yes,49,UPI,Fortnightly
3206,58,Female,Heels,Footwear,4594,Lucknow,M,Beige,Autumn,2.9,Yes,Free Shipping,Yes,No,42,Netbanking,Weekly
3207,44,Female,Ethnic Wear,Clothing,315,Indore,XL,Navy,Summer,3.7,Yes,Store Pickup,No,No,33,Credit Card,Monthly
3208,21,Female,Belt,Accessories,2359,Ranchi,M,White,Summer,4.1,Yes,Standard,No,No,48,Credit Card,Annually
3209,40,Male,Kurta,Clothing,834,Coimbatore,S,Grey,Summer,3.9,No,Express,Yes,Yes,43,Credit Card,Fortnightly
3210,25,Male,Sunglasses,Accessories,3522,Nagpur,XL,Blue,Winter,3.8,Yes,Next Day,Yes,No,5,Credit Card,Monthly
3211,33,Female,Jewelry Set,Accessories,1648,Mumbai,S,Pink,Spring,4.1,No,Next Day,No,No,7,Credit Card,Quarterly
3212,48,Male,Wallet,Accessories,815,Indore,M,White,Winter,4.5,Yes,Express,No,Yes,2,Credit Card,Quarterly
3213,60,Female,Scarf,Accessories,3328,Delhi,XL,Red,Winter,4.3,No,Standard,No,No,27,Netbanking,Fortnightly
3214,57,Female,Trench Coat,Outwear,177,Coimbatore,L,Maroon,Winter,2.7,Yes,Next Day,No,No,22,UPI,Weekly
3215,32,Female,Puffer Jacket,Outwear,2241,Pune,L,Blue,Winter,3.7,Yes,Free Shipping,Yes,No,33,Credit Card,Monthly
3216,53,Female,Loafers,Footwear,430,Mumbai,S,Blue,Winter,1,No,Standard,No,Yes,33,Cash,Monthly
3217,46,Male,Formal Shoes,Footwear,4659,Pune,XXL,Navy,Winter,3.2,Yes,Store Pickup,No,Yes,6,Netbanking,Annually
3218,70,Male,Jeans,Clothing,3832,Nagpur,XL,Grey,Summer,1.4,Yes,Store Pickup,No,No,43,Credit Card,Weekly
3219,24,Female,Heels,Footwear,4911,Bangalore,L,Black,Winter,1.7,Yes,Next Day,No,No,50,Cash,Quarterly
3220,20,Male,Denim Jacket,Outwear,703,Bhubaneswar,XL,Green,Winter,1.5,No,Express,No,No,11,Credit Card,Annually
3221,43,Female,Sports Shoes,Footwear,532,Bangalore,XXL,Black,Spring,2.7,No,Free Shipping,Yes,No,13,Cash,Quarterly
3222,22,Female,Sports Shoes,Footwear,2083,Patna,M,Grey,Winter,3.1,Yes,Free Shipping,Yes,Yes,50,Credit Card,Fortnightly
3223,34,Female,Flip Flops,Footwear,121,Kochi,L,Navy,Autumn,4.4,No,Free Shipping,No,No,41,Credit Card,Quarterly
3224,61,Female,Belt,Accessories,4434,Hyderabad,S,Brown,Autumn,1.9,Yes,Standard,Yes,No,20,Netbanking,Quarterly
3225,65,Female,Handbag,Accessories,495,Kolkata,S,Yellow,Summer,1.8,No,Free Shipping,Yes,No,20,Netbanking,Monthly
3226,63,Male,Sweater,Outwear,4488,Kochi,L,Green,Autumn,4.5,Yes,Express,No,Yes,10,Credit Card,Weekly
3227,69,Male,Boots,Footwear,228,Bhopal,L,Pink,Winter,3.4,No,Next Day,No,No,26,UPI,Fortnightly
3228,47,Male,Puffer Jacket,Outwear,1955,Bhubaneswar,M,White,Autumn,2.8,No,Next Day,No,No,6,Cash,Monthly
3229,53,Female,Watch,Accessories,1019,Pune,XXL,Black,Summer,4.6,Yes,Free Shipping,Yes,Yes,21,UPI,Quarterly
3230,28,Male,Trousers,Clothing,454,Kolkata,S,Beige,Summer,2.7,No,Free Shipping,No,No,6,Credit Card,Quarterly
3231,57,Female,Sweater,Outwear,4328,Patna,XXL,Green,Spring,4.4,No,Store Pickup,No,No,44,Netbanking,Fortnightly
3232,54,Male,Shirt,Clothing,3772,Bhubaneswar,L,Grey,Summer,3.6,Yes,Next Day,Yes,Yes,40,Credit Card,Fortnightly
3233,57,Male,Skirt,Clothing,1108,Kochi,XXL,Grey,Autumn,3.1,No,Store Pickup,No,Yes,1,Cash,Weekly
3234,67,Female,Heels,Footwear,515,Ahmedabad,S,Yellow,Winter,2,Yes,Free Shipping,Yes,Yes,46,Netbanking,Quarterly
3235,67,Male,Wallet,Accessories,1789,Surat,M,Navy,Spring,3.4,No,Next Day,Yes,Yes,45,Netbanking,Fortnightly
3236,33,Male,Skirt,Clothing,4858,Kochi,S,Green,Spring,1.8,No,Store Pickup,No,No,4,UPI,Monthly
3237,47,Female,Windcheater,Outwear,1267,Pune,M,Yellow,Spring,3.5,No,Standard,No,Yes,7,Credit Card,Weekly
3238,51,Female,Boots,Footwear,2027,Bangalore,M,Red,Summer,3.1,No,Store Pickup,Yes,No,3,Cash,Weekly
3239,59,Female,Wallet,Accessories,282,Kolkata,XL,Maroon,Spring,1.7,Yes,Next Day,Yes,Yes,4,UPI,Annually
3240,20,Female,Boots,Footwear,3623,Pune,XXL,Navy,Autumn,4.5,No,Express,Yes,No,50,Netbanking,Monthly
3241,57,Male,Sunglasses,Accessories,827,Delhi,S,Pink,Winter,3,No,Store Pickup,Yes,Yes,45,Credit Card,Fortnightly
3242,37,Male,Puffer Jacket,Outwear,4036,Ranchi,XL,White,Summer,1.9,No,Standard,No,No,5,Netbanking,Annually
3243,41,Female,Ethnic Wear,Clothing,1426,Kochi,S,Green,Spring,2.9,No,Free Shipping,No,No,10,UPI,Quarterly
3244,45,Male,Scarf,Accessories,3813,Pune,M,Blue,Winter,4.4,Yes,Next Day,No,No,0,Netbanking,Fortnightly
3245,26,Female,Kurta,Clothing,4750,Bhopal,M,Maroon,Spring,2.2,Yes,Next Day,No,Yes,0,Cash,Weekly
3246,56,Male,Trench Coat,Outwear,3461,Lucknow,XL,Yellow,Spring,4,Yes,Store Pickup,No,No,38,Netbanking,Annually
3247,16,Male,Formal Shoes,Footwear,4782,Hyderabad,M,Grey,Autumn,3,Yes,Express,No,No,23,Netbanking,Monthly
3248,36,Female,Belt,Accessories,3186,Surat,M,Red,Winter,2,No,Free Shipping,Yes,Yes,32,Cash,Weekly
3249,27,Female,Formal Shoes,Footwear,3792,Nagpur,S,Green,Summer,1.6,No,Next Day,No,Yes,44,Credit Card,Fortnightly
3250,39,Female,Jewelry Set,Accessories,1923,Pune,L,Navy,Winter,3.6,No,Next Day,Yes,Yes,42,Credit Card,Quarterly
3251,16,Male,Windcheater,Outwear,4570,Hyderabad,XXL,Red,Autumn,4.8,Yes,Standard,Yes,No,20,Netbanking,Annually
3252,57,Male,Trousers,Clothing,4917,Bhubaneswar,XL,Navy,Autumn,3.4,Yes,Store Pickup,Yes,Yes,32,UPI,Weekly
3253,43,Male,Puffer Jacket,Outwear,4539,Indore,XXL,Navy,Winter,2.4,Yes,Next Day,Yes,No,34,Cash,Quarterly
3254,63,Male,Sunglasses,Accessories,2063,Surat,S,Pink,Winter,2.9,No,Express,No,Yes,7,Cash,Quarterly
3255,17,Male,Cap,Accessories,1728,Lucknow,M,Navy,Spring,1.2,No,Next Day,Yes,Yes,26,Netbanking,Weekly
3256,44,Female,T-Shirt,Clothing,3627,Chandigarh,XL,Brown,Autumn,4.8,Yes,Store Pickup,No,Yes,34,Cash,Monthly
3257,57,Female,Dress,Clothing,2188,Bhopal,XXL,Navy,Winter,1.9,No,Express,No,No,2,Netbanking,Weekly
3258,40,Male,Sunglasses,Accessories,473,Ahmedabad,M,Black,Spring,4.9,No,Next Day,Yes,No,22,Cash,Monthly
3259,55,Female,Wallet,Accessories,3243,Bangalore,M,Black,Spring,1.1,Yes,Free Shipping,No,Yes,16,Netbanking,Quarterly
3260,46,Male,Loafers,Footwear,3270,Coimbatore,L,Red,Summer,2.9,No,Express,No,Yes,1,Netbanking,Quarterly
3261,57,Female,Boots,Footwear,154,Surat,S,Green,Summer,2.2,No,Express,No,No,23,Credit Card,Weekly
3262,31,Female,Jewelry Set,Accessories,2425,Bhubaneswar,XXL,Grey,Summer,3.9,No,Next Day,No,No,9,UPI,Weekly
3263,35,Female,Heels,Footwear,712,Surat,M,White,Summer,1,No,Standard,Yes,No,49,Credit Card,Fortnightly
3264,42,Female,Puffer Jacket,Outwear,3599,Ranchi,M,Brown,Summer,4.6,Yes,Free Shipping,No,Yes,35,Netbanking,Monthly
3265,43,Male,Jeans,Clothing,1289,Delhi,XL,Yellow,Summer,1.2,No,Store Pickup,Yes,No,23,Credit Card,Monthly
3266,25,Female,Formal Shoes,Footwear,2118,Surat,L,Grey,Spring,1.7,Yes,Express,Yes,No,47,Credit Card,Annually
3267,55,Female,Saree,Clothing,719,Chandigarh,XL,Navy,Winter,1.8,Yes,Express,Yes,No,27,Credit Card,Monthly
3268,16,Female,Trousers,Clothing,3586,Bhubaneswar,L,Maroon,Summer,1.1,No,Express,No,Yes,41,Cash,Weekly
